STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,schedule,Type of schedule,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-01,,915658,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-02,,934297,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-03,,1081759,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-04,,1095722,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-05,,1145963,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-06,,1208041,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-07,,1273012,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-08,,1275013,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-09,,1304385,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-10,,1121023,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-11,,956293,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2012-12,,958509,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-01,,887459,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-02,,889861,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-03,,1093536,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-04,,1035797,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-05,,1130350,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-06,,1222063,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-07,,1255859,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-08,,1295899,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-09,,1277544,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-10,,1137583,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-11,,947538,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2013-12,,967749,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-01,,913136,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-02,,913892,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-03,,1071548,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-04,,1113631,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-05,,1175030,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-06,,1249234,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-07,,1281971,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-08,,1345743,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-09,,1307183,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-10,,1161225,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-11,,932095,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2014-12,,961787,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-01,,881529,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-02,,882350,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-03,,1056231,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-04,,1115162,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-05,,1193066,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-06,,1273337,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-07,,1352500,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-08,,1399934,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-09,,1365409,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-10,,1160093,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-11,,950221,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2015-12,,952429,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-01,,891909,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-02,,915504,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-03,,1099321,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-04,,1059381,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-05,,1204612,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-06,,1231204,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-07,,1373794,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-08,,1373878,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-09,,1379342,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-10,,1204082,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-11,,1013790,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2016-12,,1047760,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-01,,954263,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-02,,955385,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-03,,1122654,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-04,,1223742,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-05,,1275752,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-06,,1314157,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-07,,1425609,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-08,,1424184,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-09,,1419916,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-10,,1222616,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-11,,1014758,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2017-12,,1053114,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-01,,956659,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-02,,994144,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-03,,1214096,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-04,,1237794,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-05,,1307357,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-06,,1425633,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-07,,1531288,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-08,,1590347,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-09,,1567414,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-10,,1424003,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-11,,1251444,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2018-12,,1293813,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-01,,1146526,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-02,,1201218,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-03,,1450383,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-04,,1498454,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-05,,1533124,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-06,,1662376,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-07,,1742418,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-08,,1777998,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-09,,1707231,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-10,,1559556,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-11,,1347235,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2019-12,,1424989,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-01,,1288218,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-02,,1296190,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-03,,510323,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-04,,8163,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-05,,11446,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-06,,69843,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-07,,293499,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-08,,437193,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-09,,320809,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-10,,208060,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-11,,92813,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2020-12,,112255,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2021-01,,104385,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2021-02,,82480,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",M,Monthly,PAS,Passenger,PAS_CRD_ARR,Passengers carried (arrival),TOTAL,Total transport,TOT,Total,AT,Austria,2021-03,,107124,,,
